Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,1shot_claude_LLM_Clarity_Rating,1shot_claude_LLM_Completeness_Rating,1shot_claude_LLM_Consistency_Rating,1shot_claude_PSNR,1shot_claude_RMSE,1shot_claude_SAM,1shot_claude_SRE,1shot_claude_SSIM,1shot_claude_UIQ,repo_url,summary_token_count,1shot_deepseek_LLM_Clarity_Rating,1shot_deepseek_LLM_Completeness_Rating,1shot_deepseek_LLM_Consistency_Rating,1shot_deepseek_PSNR,1shot_deepseek_RMSE,1shot_deepseek_SAM,1shot_deepseek_SRE,1shot_deepseek_SSIM,1shot_deepseek_UIQ,1shot_gpt_LLM_Clarity_Rating,1shot_gpt_LLM_Completeness_Rating,1shot_gpt_LLM_Consistency_Rating,1shot_gpt_PSNR,1shot_gpt_RMSE,1shot_gpt_SAM,1shot_gpt_SRE,1shot_gpt_SSIM,1shot_gpt_UIQ,agent_claude_LLM_Clarity_Rating,agent_claude_LLM_Completeness_Rating,agent_claude_LLM_Consistency_Rating,agent_claude_PSNR,agent_claude_RMSE,agent_claude_SAM,agent_claude_SRE,agent_claude_SSIM,agent_claude_UIQ,approach_claude_LLM_Clarity_Rating,approach_claude_LLM_Completeness_Rating,approach_claude_LLM_Consistency_Rating,approach_claude_PSNR,approach_claude_RMSE,approach_claude_SAM,approach_claude_SRE,approach_claude_SSIM,approach_claude_UIQ,approach_deepseek_LLM_Clarity_Rating,approach_deepseek_LLM_Completeness_Rating,approach_deepseek_LLM_Consistency_Rating,approach_deepseek_PSNR,approach_deepseek_RMSE,approach_deepseek_SAM,approach_deepseek_SRE,approach_deepseek_SSIM,approach_deepseek_UIQ,approach_gpt_LLM_Clarity_Rating,approach_gpt_LLM_Completeness_Rating,approach_gpt_LLM_Consistency_Rating,approach_gpt_PSNR,approach_gpt_RMSE,approach_gpt_SAM,approach_gpt_SRE,approach_gpt_SSIM,approach_gpt_UIQ,fewshot_claude_LLM_Clarity_Rating,fewshot_claude_LLM_Completeness_Rating,fewshot_claude_LLM_Consistency_Rating,fewshot_claude_PSNR,fewshot_claude_RMSE,fewshot_claude_SAM,fewshot_claude_SRE,fewshot_claude_SSIM,fewshot_claude_UIQ,fewshot_deepseek_LLM_Clarity_Rating,fewshot_deepseek_LLM_Completeness_Rating,fewshot_deepseek_LLM_Consistency_Rating,fewshot_deepseek_PSNR,fewshot_deepseek_RMSE,fewshot_deepseek_SAM,fewshot_deepseek_SRE,fewshot_deepseek_SSIM,fewshot_deepseek_UIQ,fewshot_gpt_LLM_Clarity_Rating,fewshot_gpt_LLM_Completeness_Rating,fewshot_gpt_LLM_Consistency_Rating,fewshot_gpt_PSNR,fewshot_gpt_RMSE,fewshot_gpt_SAM,fewshot_gpt_SRE,fewshot_gpt_SSIM,fewshot_gpt_UIQ,zeroshot_claude_LLM_Clarity_Rating,zeroshot_claude_LLM_Completeness_Rating,zeroshot_claude_LLM_Consistency_Rating,zeroshot_claude_PSNR,zeroshot_claude_RMSE,zeroshot_claude_SAM,zeroshot_claude_SRE,zeroshot_claude_SSIM,zeroshot_claude_UIQ,zeroshot_deepseek_LLM_Clarity_Rating,zeroshot_deepseek_LLM_Completeness_Rating,zeroshot_deepseek_LLM_Consistency_Rating,zeroshot_deepseek_PSNR,zeroshot_deepseek_RMSE,zeroshot_deepseek_SAM,zeroshot_deepseek_SRE,zeroshot_deepseek_SSIM,zeroshot_deepseek_UIQ,zeroshot_gpt_LLM_Clarity_Rating,zeroshot_gpt_LLM_Completeness_Rating,zeroshot_gpt_LLM_Consistency_Rating,zeroshot_gpt_PSNR,zeroshot_gpt_RMSE,zeroshot_gpt_SAM,zeroshot_gpt_SRE,zeroshot_gpt_SSIM,zeroshot_gpt_UIQ
boxes_and_arrows,layered,entire+,static,zeropaper_visual-fiha,n,"layers, clients",general,bi,data_flow,n,y,y,medium,n,y,,maintainability,zeropaper/visual-fiha,rectangles,vscode,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6737,0.0147,87.0892,57.3347,0.5823,-0.0019,https://github.com/zeropaper/visual-fiha/,1169,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1216,0.0156,87.0358,57.0577,0.5097,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.4115,0.0151,86.9856,57.2027,0.5454,0.0003,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7704,0.0145,87.0776,57.3852,0.5382,-0.0027,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.22,0.0155,0.0,57.107,0.5415,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3631,0.0171,0.0,56.6789,0.6336,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.6842,0.0164,86.9886,56.8406,0.5869,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1232,0.0156,87.0336,57.0586,0.5065,0.0049,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.4438,0.0151,87.0638,57.2189,0.5097,0.0018,,,,,,,,,,,,,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7388,0.0146,0.0,57.3663,0.5401,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.4914,0.015,87.0779,57.2427,0.5537,-0.0033
boxes_and_arrows,publish-subscribe,entire+,dynamic,eProsima_FIWARE-SH,y,"clients, servers, sub-systems",connectivity,uni,control_flow,n,y,n,medium,n,y,,compatibility,eProsima/FIWARE-SH,rectangles,xtypes,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5674,0.0418,54.7951,54.0675,0.4284,-0.0015,https://github.com/eProsima/FIWARE-SH/,1024,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.4597,0.0424,54.7902,54.0136,0.433,-0.0034,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5573,0.0419,54.7935,54.0626,0.4464,0.0011,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5086,0.0421,54.7857,54.0381,0.4085,0.0003,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,27.5472,0.0419,0.0,54.0676,0.4075,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5464,0.0419,0.0,54.0654,0.4332,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.6479,0.0415,54.6795,54.1082,0.4304,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.4821,0.0423,54.7886,54.0248,0.4353,-0.0036,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.652,0.0414,54.725,54.109,0.4105,0.0011,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.6066,0.0417,54.6879,54.0866,0.3795,0.0016,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5613,0.0419,54.7915,54.0646,0.4232,0.0012,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.601,0.0417,0.0,54.0932,0.3944,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5652,0.0419,54.7935,54.0664,0.4215,0.0001
boxes_and_arrows,,part,static,jsarcher_zilgraph,n,"DBs, sub-systems","deployment, data_flow",uni,data_flow,snapshots,y,n,medium,n,y,,functional_suitability,jsarcher/zilgraph,rectangles,"mongodb, elasticsearch",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1102,0.0124,88.6496,58.5224,0.6761,0.0004,https://github.com/jsarcher/zilgraph/,953,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6823,0.0131,88.5721,58.308,0.6232,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.7718,0.0145,88.5693,57.8526,0.5604,-0.0036,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6094,0.0132,88.6155,58.2717,0.6179,0.0059,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6063,0.0132,0.0,58.27,0.6576,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7054,0.013,0.0,58.3217,0.7522,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4086,0.012,88.6505,58.6715,0.6436,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6445,0.0131,88.6111,58.2897,0.6356,-0.0005,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5516,0.0133,88.5969,58.2422,0.6138,-0.0006,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.8427,0.0144,88.5884,57.8966,0.6125,0.0009,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4481,0.0134,88.6435,58.2161,0.6651,0.0011,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.89,0.0127,0.0,58.4115,0.6187,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.4559,0.0134,88.5881,58.1946,0.573,0.0027
boxes_and_arrows,event-driven,entire+,dynamic,jquku_Matrix-Chatbot,n,"DBs, packages, data",general,bi,data_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",jquku/Matrix-Chatbot,"rectangles, circles",,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.8273,0.0574,10.3392,36.4619,0.0881,-0.0008,https://github.com/jquku/Matrix-Chatbot/,938,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.2515,0.0546,10.3407,36.6749,0.0978,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.0005,0.0562,10.3388,36.5493,0.0923,-0.0001,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.7494,0.0579,10.3387,36.423,0.0842,-0.0,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.902,0.0569,0.0,36.5108,0.0698,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.5114,0.053,0.0,36.8091,0.0855,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.9095,0.0568,10.3395,36.5031,0.0914,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.784,0.0577,10.3108,36.4403,0.0762,-0.0044,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.87,0.0571,10.3394,36.4833,0.0923,0.0008,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.0948,0.0556,10.3266,36.5956,0.0721,0.0005,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.8392,0.0573,10.3396,36.4679,0.0892,0.0004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.8113,0.0575,0.0,36.4663,0.0863,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.8804,0.057,10.3371,36.4884,0.0835,-0.0002
boxes_and_arrows,,part,dynamic,OpiumProtocol_opium-protocol-v2,y,"sub-systems, packages",control_flow,uni,function_calls,n,y,n,medium,n,n,,"functional_suitability, maintainability",OpiumProtocol/opium-protocol-v2,rectangles,blockchain,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.9448,0.0113,89.7778,61.2498,0.6728,-0.0017,https://github.com/OpiumProtocol/opium-protocol-v2/,1336,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.2232,0.0123,89.7586,60.9026,0.7495,0.0029,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.4688,0.0119,89.7665,61.0308,0.7416,-0.0045,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.5856,0.0105,89.7703,61.5714,0.6658,-0.0003,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.783,0.0129,0.0,60.6685,0.6987,,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.2531,0.0137,0.0,60.4118,0.6965,,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.4211,0.0135,89.6399,60.5072,0.7471,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,39.2075,0.011,89.7633,61.3857,0.7312,0.0035,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,39.4673,0.0106,89.7647,61.5118,0.7345,-0.0,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.8059,0.0129,89.7258,60.6784,0.6926,0.0008,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.7203,0.0116,89.7734,61.137,0.6849,-0.0017,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.1339,0.011,0.0,61.3452,0.7212,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3292,0.0121,89.7601,60.941,0.6712,0.0026
"boxes_and_arrows, icons_and_arrows",event-driven,entire+,dynamic,nightingaleproject_Reference-Client,n,"sub-systems, DBs, clients",security,uni,data_flow,n,y,n,medium,n,n,,"functional_suitability, security",nightingaleproject/Reference-Client,"rectangles, icons",nvidia,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.7056,0.0146,87.9794,56.4378,0.554,0.0038,https://github.com/nightingaleproject/Reference-Client/,1157,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.334,0.0153,87.9656,56.252,0.5346,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5518,0.0149,87.9512,56.3609,0.5885,-0.0009,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5788,0.0148,87.9687,56.3744,0.4883,-0.0014,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6562,0.0147,0.0,56.4161,0.6792,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2902,0.0153,0.0,56.292,0.686,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.171,0.0138,87.9873,56.6738,0.67,,,,,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7716,0.0145,87.9692,56.4708,0.6044,0.0038,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.9178,0.016,87.9549,56.047,0.5688,0.003,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7488,0.0145,87.9777,56.4594,0.5732,0.0009,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6168,0.0148,0.0,56.3973,0.5401,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7128,0.0146,87.9634,56.4414,0.5652,0.003
boxes_and_arrows,client-server,part,dynamic,dwt0317_Search_Adserver,y,sub-systems,control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,dwt0317/Search_Adserver,rectangles,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3467,0.0152,89.0794,57.9173,0.6092,0.0025,https://github.com/dwt0317/Search_Adserver/,1069,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.3453,0.054,22.0907,52.2169,0.0061,0.0001,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.9389,0.016,89.0654,57.6762,0.6522,-0.0003,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1693,0.0155,89.0675,57.8388,0.5582,0.0022,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.6626,0.0163,0.0,57.5156,0.5926,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1105,0.0156,0.0,57.683,0.6828,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.8318,0.0162,88.9494,57.5922,0.66,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.5361,0.0149,89.0589,58.044,0.651,-0.0023,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.7303,0.0163,89.0446,57.5369,0.5461,0.0021,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.067,0.0157,88.9721,57.7626,0.5889,0.0024,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.0314,0.0158,89.0731,57.7528,0.5996,-0.0025,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.313,0.0151,0.0,57.8949,0.579,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2324,0.0154,89.0749,57.8494,0.57,0.0032
boxes,"clean, SOA",entire,static,qaware_cloud-native-weather-javaee,y,quality-attributes,general,,,miniview,n,n,medium,n,y,,maintainability,qaware/cloud-native-weather-javaee,"rectangles, circles",postgresql,,,,,,,,,,https://github.com/qaware/cloud-native-weather-javaee/,1047,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.5904,0.0166,89.1555,60.0332,0.7225,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,34.955,0.0179,89.1208,59.6896,0.6555,-0.0007,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.3139,0.0172,89.1573,59.8831,0.6642,0.0004,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1086,0.0154,0.0,60.3424,0.7653,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.9081,0.0179,0.0,59.604,0.7613,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.441,0.0151,89.2124,60.5361,0.7705,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.5201,0.0167,89.1692,60.0645,0.7383,-0.0002,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.2373,0.0173,89.1383,59.8428,0.7035,-0.0002,,,,,,,,,,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.2379,0.0173,89.1532,59.7845,0.7236,-0.0001,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,25.0642,0.0557,0.0,54.6091,0.0103,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.5333,0.0167,89.1836,60.035,0.7097,0.0037
boxes_and_arrows,client-server,part,dynamic,hyper-prog_hasses,y,"clients, servers, data","deployment, data_flow",uni,data_flow,miniview,y,n,low,n,y,,"functional_suitability, maintainability",hyper-prog/hasses,rectangles,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.7358,0.0183,88.2233,58.0144,0.5542,0.0014,https://github.com/hyper-prog/hasses/,1098,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.9952,0.0178,88.2792,58.1435,0.6459,-0.003,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3545,0.0171,88.1997,58.2899,0.6341,0.0,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.0451,0.0177,88.282,58.1687,0.5407,-0.0015,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.5039,0.0188,0.0,57.8809,0.5575,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.1903,0.0195,0.0,57.7402,0.666,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.9676,0.0178,88.2277,58.1325,0.6509,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.0901,0.0176,88.249,58.19,0.6025,0.0016,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.0064,0.0178,88.2626,58.1365,0.6085,-0.0019,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3975,0.017,88.1979,58.3304,0.6067,0.0019,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.2354,0.0194,86.1286,57.7533,0.5999,0.006,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.0908,0.0175,0.0,58.2004,0.6217,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.6798,0.0185,88.2487,57.9831,0.5528,0.0007
boxes,,part,static,nrephi_jupyter-spark-hadoop-docker,y,"servers, DBs",deployment,no,communication,n,y,n,high,n,y,,performance_efficiency,nrephi/jupyter-spark-hadoop-docker,rectangles,"apache, jupyter",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.6253,0.0186,86.8247,55.6855,0.5593,0.0112,https://github.com/nrephi/jupyter-spark-hadoop-docker/,1086,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.3985,0.0191,86.774,55.593,0.5487,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.5843,0.0187,86.7922,55.6881,0.5643,0.0042,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.7409,0.0183,86.8721,55.7811,0.533,0.0008,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.2398,0.0172,0.0,56.0709,0.6578,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.1302,0.0174,0.0,56.0147,0.6717,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.9939,0.0178,86.0957,55.8741,0.637,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.7014,0.0184,86.8819,55.7975,0.576,-0.0039,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,33.9339,0.0201,86.7262,55.3664,0.5463,-0.0041,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.5323,0.0188,86.8064,55.6452,0.5756,0.0194,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.7917,0.0182,86.8633,55.7815,0.5201,-0.0047,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,29.745,0.0312,0.0,53.803,0.4116,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.9794,0.0178,86.8379,55.8858,0.5628,0.0018
icons_and_arrows,client-server,part,dynamic,IBM_datastax-cassandra-clickstream,y,"technologies, layers",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",IBM/datastax-cassandra-clickstream,icons,"nodejs, ibm, openshift",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.8824,0.0101,89.9542,68.3025,0.8758,0.0011,https://github.com/IBM/datastax-cassandra-clickstream/,1046,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.4199,0.0107,89.9165,68.0735,0.8697,-0.0004,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.5443,0.0105,89.9159,68.1364,0.8873,-0.0003,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.9502,0.009,89.9627,68.8415,0.8726,-0.0012,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.7902,0.0115,0.0,67.6632,0.915,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.1958,0.0138,0.0,66.908,0.8901,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,41.8977,0.008,89.979,69.3849,0.933,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.6834,0.0092,89.9243,68.7071,0.8979,0.001,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.8273,0.0114,89.8677,67.7703,0.8575,0.0001,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.7773,0.0103,89.9518,68.2505,0.8718,-0.0008,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.3207,0.0096,89.9609,68.5244,0.8886,0.0002,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.545,0.0094,0.0,68.6755,0.8915,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.12,0.0099,89.9592,68.423,0.8841,-0.0004
boxes_and_arrows,,part,static,afonsocastro_larcc_interface,y,"sub-systems, packages, functions, hardware_components",general,bi,communication,n,y,n,low,n,y,ros,maintainability,afonsocastro/larcc_interface,rectangles,ros,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,https://github.com/afonsocastro/larcc_interface/,1004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.5153,0.0229,0.0,53.5951,0.346,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.5186,0.0228,0.0,53.6782,0.4501,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,,,,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.787,0.0221,0.0,53.812,0.3917,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,
